DATA;HORA;IDADE;SEXO;PESO;ALTURA;VESTIMENTA;P1;P2;P3;P4;P5;P6;P7;P8;Tev;UTCI;SST;STE;pSTI;WBGT;WCI;Tek;TE;PST;Tmedia;Tmax;Tmin;Tu;UR;UR_Max;UR_Min;RSolarMed;RSolarTot;Vel_Vento;Dir_Vento;SD_DirVento;Vel_Vento_Max;Dir_Max_Vento;Chuva_Tot
6/8/2015;10:00;44;m;75;173;0,5;0;0;0;0;0;0;-1;0;18,9;23,7;13,7;31,8;45,7;23,9;197,9;46,1;19,3;21,8;25,71;25,84;25,57;23,27;41,19;42,41;40,35;132;79,18;2,28;83;34,61;6,58;98;0
6/8/2015;10:00;42;f;72;167;0,5;1;3;-1;3;1;1;-1;-1;18,9;23,7;13,7;31,8;45,7;23,9;197,9;46,1;19,3;21,8;25,71;25,84;25,57;23,27;41,19;42,41;40,35;132;79,18;2,28;83;34,61;6,58;98;0
6/8/2015;10:10;40;m;74;160;0,5;0;2;-1;3;-1;0;-1;0;19;24,5;13,8;32;46,4;24,1;191,7;46,5;19,6;24,2;25,95;26,08;25,81;23,48;41,02;41,8;39,8;213,2;127,94;2,43;81,9;35,28;8,83;77,13;0
6/8/2015;10:10;19;f;65;158;0,5;2;0;0;1;-1;0;-1;0;19;24,5;13,8;32;46,4;24,1;191,7;46,5;19,6;24,2;25,95;26,08;25,81;23,48;41,02;41,8;39,8;213,2;127,94;2,43;81,9;35,28;8,83;77,13;0
6/8/2015;10:10;24;f;51;162;0,5;1;1;-1;0;1;0;0;0;19;24,5;13,8;32;46,4;24,1;191,7;46,5;19,6;24,2;25,95;26,08;25,81;23,48;41,02;41,8;39,8;213,2;127,94;2,43;81,9;35,28;8,83;77,13;0
6/8/2015;10:10;32;f;51;155;0,5;0;0;0;0;0;0;0;0;19;24,5;13,8;32;46,4;24,1;191,7;46,5;19,6;24,2;25,95;26,08;25,81;23,48;41,02;41,8;39,8;213,2;127,94;2,43;81,9;35,28;8,83;77,13;0
6/8/2015;10:10;55;m;84;170;0,5;0;0;0;1;1;-1;-1;0;19;24,5;13,8;32;46,4;24,1;191,7;46,5;19,6;24,2;25,95;26,08;25,81;23,48;41,02;41,8;39,8;213,2;127,94;2,43;81,9;35,28;8,83;77,13;0
6/8/2015;10:10;31;m;56;167;0,5;0;1;0;2;0;0;-1;-1;19;24,5;13,8;32;46,4;24,1;191,7;46,5;19,6;24,2;25,95;26,08;25,81;23,48;41,02;41,8;39,8;213,2;127,94;2,43;81,9;35,28;8,83;77,13;0
6/8/2015;10:20;51;m;50;163;0,5;1;0;0;1;0;-1;-1;0;19;25,4;13,6;32,3;46,8;24;191,2;46,2;19,5;28,4;26,19;26,45;26;23,61;39,23;40,96;39,09;399;239,41;2,66;88,9;27,26;7,1;124,9;0
6/8/2015;10:20;25;f;89;173;0,5;2;1;-1;0;-1;-1;-1;-1;19;25,4;13,6;32,3;46,8;24;191,2;46,2;19,5;28,4;26,19;26,45;26;23,61;39,23;40,96;39,09;399;239,41;2,66;88,9;27,26;7,1;124,9;0
6/8/2015;10:20;22;m;71;174;0,5;2;2;-2;0;-1;0;-1;-1;19;25,4;13,6;32,3;46,8;24;191,2;46,2;19,5;28,4;26,19;26,45;26;23,61;39,23;40,96;39,09;399;239,41;2,66;88,9;27,26;7,1;124,9;0
6/8/2015;10:20;32;f;80;165;1;0;3;-1;2;1;-1;-1;0;19;25,4;13,6;32,3;46,8;24;191,2;46,2;19,5;28,4;26,19;26,45;26;23,61;39,23;40,96;39,09;399;239,41;2,66;88,9;27,26;7,1;124,9;0
6/8/2015;10:20;23;f;64;167;0,5;0;3;0;2;0;0;-1;0;19;25,4;13,6;32,3;46,8;24;191,2;46,2;19,5;28,4;26,19;26,45;26;23,61;39,23;40,96;39,09;399;239,41;2,66;88,9;27,26;7,1;124,9;0
6/8/2015;10:20;19;f;72;177;1;0;0;0;0;0;0;-1;0;19;25,4;13,6;32,3;46,8;24;191,2;46,2;19,5;28,4;26,19;26,45;26;23,61;39,23;40,96;39,09;399;239,41;2,66;88,9;27,26;7,1;124,9;0
6/8/2015;10:30;25;m;68;160;0,5;1;0;0;1;0;0;-1;0;19,5;26,4;14,3;32,5;47,8;24,2;176,9;46,5;20;30,7;26,57;26,74;26,45;23,91;38,35;40,07;38,08;440,7;264,41;2,48;82,7;36,66;5,83;97,6;0
6/8/2015;10:30;40;f;72;179;1;1;0;0;1;0;0;-1;0;19,5;26,4;14,3;32,5;47,8;24,2;176,9;46,5;20;30,7;26,57;26,74;26,45;23,91;38,35;40,07;38,08;440,7;264,41;2,48;82,7;36,66;5,83;97,6;0
6/8/2015;10:30;45;f;68;163;0,5;2;1;0;1;-1;0;0;0;19,5;26,4;14,3;32,5;47,8;24,2;176,9;46,5;20;30,7;26,57;26,74;26,45;23,91;38,35;40,07;38,08;440,7;264,41;2,48;82,7;36,66;5,83;97,6;0
6/8/2015;10:30;26;m;80;171;0,5;0;0;0;0;0;0;-1;0;19,5;26,4;14,3;32,5;47,8;24,2;176,9;46,5;20;30,7;26,57;26,74;26,45;23,91;38,35;40,07;38,08;440,7;264,41;2,48;82,7;36,66;5,83;97,6;0
6/8/2015;10:30;31;m;75;176;0,5;0;0;-1;0;0;1;-1;0;19,5;26,4;14,3;32,5;47,8;24,2;176,9;46,5;20;30,7;26,57;26,74;26,45;23,91;38,35;40,07;38,08;440,7;264,41;2,48;82,7;36,66;5,83;97,6;0
6/8/2015;10:30;51;m;80;170;0,5;1;0;-1;3;1;99;-1;0;19,5;26,4;14,3;32,5;47,8;24,2;176,9;46,5;20;30,7;26,57;26,74;26,45;23,91;38,35;40,07;38,08;440,7;264,41;2,48;82,7;36,66;5,83;97,6;0
6/8/2015;10:40;23;f;58;167;0,5;1;0;0;0;0;0;-1;0;20,4;27,6;15,6;32,9;48,9;24,5;158,4;47;20,6;32,5;26,92;27,11;26,75;24,19;37,73;39,53;37,4;474,2;284,54;1,85;84,3;46,95;6,88;104,3;0
6/8/2015;10:40;38;m;92;170;0,5;2;0;2;0;0;0;-1;-1;20,4;27,6;15,6;32,9;48,9;24,5;158,4;47;20,6;32,5;26,92;27,11;26,75;24,19;37,73;39,53;37,4;474,2;284,54;1,85;84,3;46,95;6,88;104,3;0
6/8/2015;10:40;47;f;58;169;0,5;0;1;0;0;0;1;-1;0;20,4;27,6;15,6;32,9;48,9;24,5;158,4;47;20,6;32,5;26,92;27,11;26,75;24,19;37,73;39,53;37,4;474,2;284,54;1,85;84,3;46,95;6,88;104,3;0
6/8/2015;10:40;19;f;47;162;1;2;1;2;1;0;1;-1;0;20,4;27,6;15,6;32,9;48,9;24,5;158,4;47;20,6;32,5;26,92;27,11;26,75;24,19;37,73;39,53;37,4;474,2;284,54;1,85;84,3;46,95;6,88;104,3;0
6/8/2015;10:40;21;f;63;155;0,5;0;0;0;1;0;0;-1;-1;20,4;27,6;15,6;32,9;48,9;24,5;158,4;47;20,6;32,5;26,92;27,11;26,75;24,19;37,73;39,53;37,4;474,2;284,54;1,85;84,3;46,95;6,88;104,3;0
6/8/2015;10:40;33;m;26;167;0,5;1;0;-1;1;-1;1;-1;0;20,4;27,6;15,6;32,9;48,9;24,5;158,4;47;20,6;32,5;26,92;27,11;26,75;24,19;37,73;39,53;37,4;474,2;284,54;1,85;84,3;46,95;6,88;104,3;0
6/8/2015;10:50;45;m;60;160;0,5;0;0;0;0;0;0;-1;0;20,3;27;15,2;32,7;49,2;24,8;158,4;48,1;20,7;31,4;27,08;27,17;26,95;24,4;39,19;39,29;37,67;382,7;229,61;2,22;85,9;23,24;5,9;86,5;0
6/8/2015;10:50;51;f;80;164;1;0;0;0;1;-1;-1;-1;0;20,3;27;15,2;32,7;49,2;24,8;158,4;48,1;20,7;31,4;27,08;27,17;26,95;24,4;39,19;39,29;37,67;382,7;229,61;2,22;85,9;23,24;5,9;86,5;0
6/8/2015;10:50;22;m;80;173;0,5;1;1;-1;0;-1;1;-1;0;20,3;27;15,2;32,7;49,2;24,8;158,4;48,1;20,7;31,4;27,08;27,17;26,95;24,4;39,19;39,29;37,67;382,7;229,61;2,22;85,9;23,24;5,9;86,5;0
6/8/2015;10:50;18;f;62;160;1;2;1;-1;1;-1;-1;-1;0;20,3;27;15,2;32,7;49,2;24,8;158,4;48,1;20,7;31,4;27,08;27,17;26,95;24,4;39,19;39,29;37,67;382,7;229,61;2,22;85,9;23,24;5,9;86,5;0
6/8/2015;10:50;56;m;87;175;0,5;0;0;0;0;0;0;-1;0;20,3;27;15,2;32,7;49,2;24,8;158,4;48,1;20,7;31,4;27,08;27,17;26,95;24,4;39,19;39,29;37,67;382,7;229,61;2,22;85,9;23,24;5,9;86,5;0
6/8/2015;10:50;45;f;70;172;0,5;0;0;0;0;0;0;-1;0;20,3;27;15,2;32,7;49,2;24,8;158,4;48,1;20,7;31,4;27,08;27,17;26,95;24,4;39,19;39,29;37,67;382,7;229,61;2,22;85,9;23,24;5,9;86,5;0
6/8/2015;11:00;24;f;52;162;0,5;2;0;0;0;0;1;-1;0;20,6;27,5;15,9;32,9;49,6;24,8;154;48;20,9;31,4;26,96;27,09;26,9;24,31;39,52;40,24;38,68;401;240,58;1,79;81,4;33,77;5,6;131,5;0
6/8/2015;11:00;22;f;64;170;1;0;2;-1;2;-1;1;-1;1;20,6;27,5;15,9;32,9;49,6;24,8;154;48;20,9;31,4;26,96;27,09;26,9;24,31;39,52;40,24;38,68;401;240,58;1,79;81,4;33,77;5,6;131,5;0
6/8/2015;11:00;21;m;65;174;0,5;1;1;-1;0;-1;0;-1;-1;20,6;27,5;15,9;32,9;49,6;24,8;154;48;20,9;31,4;26,96;27,09;26,9;24,31;39,52;40,24;38,68;401;240,58;1,79;81,4;33,77;5,6;131,5;0
6/8/2015;11:00;22;m;82;174;0,5;0;0;0;0;0;1;-1;0;20,6;27,5;15,9;32,9;49,6;24,8;154;48;20,9;31,4;26,96;27,09;26,9;24,31;39,52;40,24;38,68;401;240,58;1,79;81,4;33,77;5,6;131,5;0
6/8/2015;11:00;54;m;64;170;0,5;0;0;0;1;0;-1;-1;0;20,6;27,5;15,9;32,9;49,6;24,8;154;48;20,9;31,4;26,96;27,09;26,9;24,31;39,52;40,24;38,68;401;240,58;1,79;81,4;33,77;5,6;131,5;0
6/8/2015;11:00;38;m;90;175;0,5;2;0;0;1;0;0;0;0;20,6;27,5;15,9;32,9;49,6;24,8;154;48;20,9;31,4;26,96;27,09;26,9;24,31;39,52;40,24;38,68;401;240,58;1,79;81,4;33,77;5,6;131,5;0
6/8/2015;11:10;50;m;95;175;0,5;0;0;0;1;0;-1;-1;0;20,9;28,6;16,5;33,1;50,2;24,9;144,4;48,3;21,2;35,2;27,25;27,38;27,1;24,53;38,85;39,59;38,58;529,5;317,68;1,73;80,5;38,81;5;123,5;0
6/8/2015;11:10;50;f;54;160;1;0;0;2;2;0;-1;-1;0;20,9;28,6;16,5;33,1;50,2;24,9;144,4;48,3;21,2;35,2;27,25;27,38;27,1;24,53;38,85;39,59;38,58;529,5;317,68;1,73;80,5;38,81;5;123,5;0
6/8/2015;11:10;56;m;99;161;0,5;0;0;0;0;0;-1;0;0;20,9;28,6;16,5;33,1;50,2;24,9;144,4;48,3;21,2;35,2;27,25;27,38;27,1;24,53;38,85;39,59;38,58;529,5;317,68;1,73;80,5;38,81;5;123,5;0
6/8/2015;11:10;19;f;57;157;0,5;1;0;0;0;0;0;-1;0;20,9;28,6;16,5;33,1;50,2;24,9;144,4;48,3;21,2;35,2;27,25;27,38;27,1;24,53;38,85;39,59;38,58;529,5;317,68;1,73;80,5;38,81;5;123,5;0
6/8/2015;11:10;31;f;65;160;0,5;1;1;-1;1;-1;1;-1;0;20,9;28,6;16,5;33,1;50,2;24,9;144,4;48,3;21,2;35,2;27,25;27,38;27,1;24,53;38,85;39,59;38,58;529,5;317,68;1,73;80,5;38,81;5;123,5;0
6/8/2015;11:10;29;f;60;168;0,5;1;0;-1;1;-1;0;-1;-1;20,9;28,6;16,5;33,1;50,2;24,9;144,4;48,3;21,2;35,2;27,25;27,38;27,1;24,53;38,85;39,59;38,58;529,5;317,68;1,73;80,5;38,81;5;123,5;0
6/8/2015;11:20;48;f;59;160;0,5;2;0;2;3;0;1;0;0;21,7;29,2;17,9;33,3;51;25,1;129,1;48,8;21,8;36,1;27,58;27,65;27,41;24,8;38,4;40,03;37,9;508,9;305,33;1,31;84,4;40,86;6,65;71,92;0
6/8/2015;11:20;25;f;87;170;0,5;2;0;0;1;-1;-1;-1;-1;21,7;29,2;17,9;33,3;51;25,1;129,1;48,8;21,8;36,1;27,58;27,65;27,41;24,8;38,4;40,03;37,9;508,9;305,33;1,31;84,4;40,86;6,65;71,92;0
6/8/2015;11:20;40;m;68;166;0,5;1;1;-2;1;0;0;-1;0;21,7;29,2;17,9;33,3;51;25,1;129,1;48,8;21,8;36,1;27,58;27,65;27,41;24,8;38,4;40,03;37,9;508,9;305,33;1,31;84,4;40,86;6,65;71,92;0
6/8/2015;11:20;54;m;66;164;0,5;0;0;0;1;0;99;-1;0;21,7;29,2;17,9;33,3;51;25,1;129,1;48,8;21,8;36,1;27,58;27,65;27,41;24,8;38,4;40,03;37,9;508,9;305,33;1,31;84,4;40,86;6,65;71,92;0
6/8/2015;11:20;24;f;54;165;0,5;0;0;0;1;-1;0;-1;0;21,7;29,2;17,9;33,3;51;25,1;129,1;48,8;21,8;36,1;27,58;27,65;27,41;24,8;38,4;40,03;37,9;508,9;305,33;1,31;84,4;40,86;6,65;71,92;0
6/8/2015;11:20;23;f;60;165;0,5;2;0;0;1;0;0;-1;-1;21,7;29,2;17,9;33,3;51;25,1;129,1;48,8;21,8;36,1;27,58;27,65;27,41;24,8;38,4;40,03;37,9;508,9;305,33;1,31;84,4;40,86;6,65;71,92;0
6/8/2015;11:30;22;m;73;172;0,5;2;0;0;1;0;0;0;1;21,1;27,3;16,4;32,9;50,6;25,1;141,1;48,8;21,3;31,4;27,53;27,66;27,42;24,77;38,61;38,88;37,32;283,1;169,86;1,83;88,5;35,53;4,93;78,53;0
6/8/2015;11:30;20;f;57;159;0,5;2;0;-2;1;0;1;-1;0;21,1;27,3;16,4;32,9;50,6;25,1;141,1;48,8;21,3;31,4;27,53;27,66;27,42;24,77;38,61;38,88;37,32;283,1;169,86;1,83;88,5;35,53;4,93;78,53;0
6/8/2015;11:30;24;f;50;155;0,5;2;1;0;1;0;1;-1;-1;21,1;27,3;16,4;32,9;50,6;25,1;141,1;48,8;21,3;31,4;27,53;27,66;27,42;24,77;38,61;38,88;37,32;283,1;169,86;1,83;88,5;35,53;4,93;78,53;0
6/8/2015;11:30;40;m;86;170;0,5;2;0;0;0;0;0;-1;0;21,1;27,3;16,4;32,9;50,6;25,1;141,1;48,8;21,3;31,4;27,53;27,66;27,42;24,77;38,61;38,88;37,32;283,1;169,86;1,83;88,5;35,53;4,93;78,53;0
6/8/2015;11:30;42;f;62;160;0,5;0;2;0;1;0;0;-1;0;21,1;27,3;16,4;32,9;50,6;25,1;141,1;48,8;21,3;31,4;27,53;27,66;27,42;24,77;38,61;38,88;37,32;283,1;169,86;1,83;88,5;35,53;4,93;78,53;0
6/8/2015;11:30;47;m;85;180;0,5;2;1;-1;1;-1;-1;-1;0;21,1;27,3;16,4;32,9;50,6;25,1;141,1;48,8;21,3;31,4;27,53;27,66;27,42;24,77;38,61;38,88;37,32;283,1;169,86;1,83;88,5;35,53;4,93;78,53;0
6/8/2015;11:40;24;f;65;167;1;2;0;0;1;0;-1;-1;-1;21,3;28,8;16,7;33,2;50,9;25,2;133,4;48,8;21,5;36,1;27,77;28,01;27,48;24,93;37,66;38,47;36,98;491;294,62;1,78;91,1;46,23;5,08;114,8;0
6/8/2015;11:40;24;m;88;177;0,5;1;1;-1;1;-1;1;-1;-1;21,3;28,8;16,7;33,2;50,9;25,2;133,4;48,8;21,5;36,1;27,77;28,01;27,48;24,93;37,66;38,47;36,98;491;294,62;1,78;91,1;46,23;5,08;114,8;0
6/8/2015;11:40;57;m;80;177;0,5;1;0;0;0;0;0;0;0;21,3;28,8;16,7;33,2;50,9;25,2;133,4;48,8;21,5;36,1;27,77;28,01;27,48;24,93;37,66;38,47;36,98;491;294,62;1,78;91,1;46,23;5,08;114,8;0
6/8/2015;11:40;55;f;73;168;0,5;2;0;-3;3;-1;1;-1;-1;21,3;28,8;16,7;33,2;50,9;25,2;133,4;48,8;21,5;36,1;27,77;28,01;27,48;24,93;37,66;38,47;36,98;491;294,62;1,78;91,1;46,23;5,08;114,8;0
6/8/2015;11:40;21;m;88;198;0,5;1;0;0;1;0;0;-1;0;21,3;28,8;16,7;33,2;50,9;25,2;133,4;48,8;21,5;36,1;27,77;28,01;27,48;24,93;37,66;38,47;36,98;491;294,62;1,78;91,1;46,23;5,08;114,8;0
6/8/2015;11:40;48;m;75;180;0,5;0;0;-2;1;-1;-1;-1;-1;21,3;28,8;16,7;33,2;50,9;25,2;133,4;48,8;21,5;36,1;27,77;28,01;27,48;24,93;37,66;38,47;36,98;491;294,62;1,78;91,1;46,23;5,08;114,8;0
6/8/2015;11:50;30;f;78;156;0,5;2;0;0;2;-1;0;-1;0;21,9;28,9;18,1;33,2;51,4;25,4;119;49,3;22,1;35,6;28,1;28,17;28,03;25,2;37,18;38,4;36,57;395,6;237,38;1,42;87,9;38,73;4,55;99,4;0
6/8/2015;11:50;23;f;55;167;0,5;0;0;0;2;0;0;-1;1;21,9;28,9;18,1;33,2;51,4;25,4;119;49,3;22,1;35,6;28,1;28,17;28,03;25,2;37,18;38,4;36,57;395,6;237,38;1,42;87,9;38,73;4,55;99,4;0
6/8/2015;11:50;23;f;59;160;0,5;2;0;0;1;0;-1;-1;0;21,9;28,9;18,1;33,2;51,4;25,4;119;49,3;22,1;35,6;28,1;28,17;28,03;25,2;37,18;38,4;36,57;395,6;237,38;1,42;87,9;38,73;4,55;99,4;0
6/8/2015;11:50;26;f;53;166;1;2;0;-2;1;0;0;-1;-1;21,9;28,9;18,1;33,2;51,4;25,4;119;49,3;22,1;35,6;28,1;28,17;28,03;25,2;37,18;38,4;36,57;395,6;237,38;1,42;87,9;38,73;4,55;99,4;0
6/8/2015;11:50;20;m;55;170;0,5;0;0;-1;0;-1;1;-1;0;21,9;28,9;18,1;33,2;51,4;25,4;119;49,3;22,1;35,6;28,1;28,17;28,03;25,2;37,18;38,4;36,57;395,6;237,38;1,42;87,9;38,73;4,55;99,4;0
6/8/2015;11:50;32;f;60;167;0,5;0;0;-1;1;0;0;-1;-1;21,9;28,9;18,1;33,2;51,4;25,4;119;49,3;22,1;35,6;28,1;28,17;28,03;25,2;37,18;38,4;36,57;395,6;237,38;1,42;87,9;38,73;4,55;99,4;0
6/8/2015;12:00;23;m;86;183;0,5;2;0;0;1;0;0;-1;0;22,3;29,5;22,9;33,4;51,6;25,5;110,4;49,3;22,4;37,6;28,25;28,38;28,18;25,31;36,64;38,6;36,03;450;270;1,17;79,01;51,92;6,8;85,8;0
6/8/2015;12:00;26;f;53;163;1;1;0;-2;1;0;0;-1;0;22,3;29,5;22,9;33,4;51,6;25,5;110,4;49,3;22,4;37,6;28,25;28,38;28,18;25,31;36,64;38,6;36,03;450;270;1,17;79,01;51,92;6,8;85,8;0
6/8/2015;12:00;32;m;98;183;0,5;0;0;0;0;0;1;1;0;22,3;29,5;22,9;33,4;51,6;25,5;110,4;49,3;22,4;37,6;28,25;28,38;28,18;25,31;36,64;38,6;36,03;450;270;1,17;79,01;51,92;6,8;85,8;0
6/8/2015;12:00;21;f;55;150;0,5;1;0;0;1;0;0;-1;0;22,3;29,5;22,9;33,4;51,6;25,5;110,4;49,3;22,4;37,6;28,25;28,38;28,18;25,31;36,64;38,6;36,03;450;270;1,17;79,01;51,92;6,8;85,8;0
6/8/2015;12:00;18;f;54;162;0,5;0;0;0;1;0;1;0;0;22,3;29,5;22,9;33,4;51,6;25,5;110,4;49,3;22,4;37,6;28,25;28,38;28,18;25,31;36,64;38,6;36,03;450;270;1,17;79,01;51,92;6,8;85,8;0
6/8/2015;12:00;53;f;62;163;0,5;2;0;-1;1;-1;1;0;-1;22,3;29,5;22,9;33,4;51,6;25,5;110,4;49,3;22,4;37,6;28,25;28,38;28,18;25,31;36,64;38,6;36,03;450;270;1,17;79,01;51,92;6,8;85,8;0
6/8/2015;12:10;33;f;73;165;0,5;2;0;-2;0;-1;0;0;-1;21,8;30,1;20,3;33,3;51,3;25,7;115,6;49,6;22,1;40,9;28,56;28,64;28,39;25,55;36,03;37,89;35,86;612,1;367,24;1,98;86,3;37,26;7,33;101,4;0
6/8/2015;12:10;29;m;70;175;0,5;0;0;0;-1;1;1;-1;0;21,8;30,1;20,3;33,3;51,3;25,7;115,6;49,6;22,1;40,9;28,56;28,64;28,39;25,55;36,03;37,89;35,86;612,1;367,24;1,98;86,3;37,26;7,33;101,4;0
6/8/2015;12:10;26;f;66;170;1;1;0;0;0;-1;-1;-1;0;21,8;30,1;20,3;33,3;51,3;25,7;115,6;49,6;22,1;40,9;28,56;28,64;28,39;25,55;36,03;37,89;35,86;612,1;367,24;1,98;86,3;37,26;7,33;101,4;0
6/8/2015;12:10;18;f;50;160;0,5;2;1;-2;1;-1;0;-1;0;21,8;30,1;20,3;33,3;51,3;25,7;115,6;49,6;22,1;40,9;28,56;28,64;28,39;25,55;36,03;37,89;35,86;612,1;367,24;1,98;86,3;37,26;7,33;101,4;0
6/8/2015;12:10;33;f;80;165;1;0;0;0;1;0;0;1;-1;21,8;30,1;20,3;33,3;51,3;25,7;115,6;49,6;22,1;40,9;28,56;28,64;28,39;25,55;36,03;37,89;35,86;612,1;367,24;1,98;86,3;37,26;7,33;101,4;0
6/8/2015;12:10;23;f;64;157;0,5;1;3;-1;3;-1;0;-1;0;21,8;30,1;20,3;33,3;51,3;25,7;115,6;49,6;22,1;40,9;28,56;28,64;28,39;25,55;36,03;37,89;35,86;612,1;367,24;1,98;86,3;37,26;7,33;101,4;0
6/8/2015;12:20;27;m;80;179;0,5;2;0;-2;1;-1;1;-1;-1;22;29,2;21;33,3;51,1;25,7;114;50;22,2;37,4;28,5;28,62;28,37;25,53;36,77;37,25;35,9;415,7;249,41;1,73;84,5;44,48;8,45;96,6;0
6/8/2015;12:20;22;m;84;180;0,5;2;0;0;0;0;0;-1;0;22;29,2;21;33,3;51,1;25,7;114;50;22,2;37,4;28,5;28,62;28,37;25,53;36,77;37,25;35,9;415,7;249,41;1,73;84,5;44,48;8,45;96,6;0
6/8/2015;12:20;22;m;68;169;0,5;1;0;0;0;0;1;0;0;22;29,2;21;33,3;51,1;25,7;114;50;22,2;37,4;28,5;28,62;28,37;25,53;36,77;37,25;35,9;415,7;249,41;1,73;84,5;44,48;8,45;96,6;0
6/8/2015;12:20;26;f;71;172;0,5;0;0;-1;2;-1;-1;-1;0;22;29,2;21;33,3;51,1;25,7;114;50;22,2;37,4;28,5;28,62;28,37;25,53;36,77;37,25;35,9;415,7;249,41;1,73;84,5;44,48;8,45;96,6;0
6/8/2015;12:20;26;f;52;165;0,5;2;2;0;1;0;0;-1;-1;22;29,2;21;33,3;51,1;25,7;114;50;22,2;37,4;28,5;28,62;28,37;25,53;36,77;37,25;35,9;415,7;249,41;1,73;84,5;44,48;8,45;96,6;0
6/8/2015;12:20;26;f;57;160;0,5;2;0;0;0;-1;0;-1;-1;22;29,2;21;33,3;51,1;25,7;114;50;22,2;37,4;28,5;28,62;28,37;25,53;36,77;37,25;35,9;415,7;249,41;1,73;84,5;44,48;8,45;96,6;0
6/8/2015;12:30;53;m;90;170;0,5;1;0;0;0;1;1;-1;0;21,8;29,5;20;33,3;50,6;25,8;116,9;50;22;40;28,61;28,68;28,52;25,62;36,6;37,65;36,06;520,1;312,04;2,12;92,3;40,22;6,5;43,2;0
6/8/2015;12:30;20;f;88;163;0,5;0;0;-2;0;0;0;-1;0;21,8;29,5;20;33,3;50,6;25,8;116,9;50;22;40;28,61;28,68;28,52;25,62;36,6;37,65;36,06;520,1;312,04;2,12;92,3;40,22;6,5;43,2;0
6/8/2015;12:30;19;m;98;184;1;1;1;-2;1;0;1;-1;0;21,8;29,5;20;33,3;50,6;25,8;116,9;50;22;40;28,61;28,68;28,52;25,62;36,6;37,65;36,06;520,1;312,04;2,12;92,3;40,22;6,5;43,2;0
6/8/2015;12:30;19;f;58;163;0,5;1;0;0;1;0;0;-1;0;21,8;29,5;20;33,3;50,6;25,8;116,9;50;22;40;28,61;28,68;28,52;25,62;36,6;37,65;36,06;520,1;312,04;2,12;92,3;40,22;6,5;43,2;0
6/8/2015;12:30;30;m;95;190;0,5;0;0;-2;1;-1;1;-1;-1;21,8;29,5;20;33,3;50,6;25,8;116,9;50;22;40;28,61;28,68;28,52;25,62;36,6;37,65;36,06;520,1;312,04;2,12;92,3;40,22;6,5;43,2;0
6/8/2015;12:30;31;f;77;172;0,5;2;2;-2;1;-1;1;-1;-1;21,8;29,5;20;33,3;50,6;25,8;116,9;50;22;40;28,61;28,68;28,52;25,62;36,6;37,65;36,06;520,1;312,04;2,12;92,3;40,22;6,5;43,2;0
6/8/2015;12:40;35;m;100;188;1;0;0;-2;0;-1;-1;0;0;22,1;30,4;21,1;33,4;50,6;25,8;111,5;50,2;22,3;41,7;28,64;28,89;28,51;25,65;36,77;37,58;36,57;603;361,8;1,72;90,8;33,36;6,95;102,3;0
6/8/2015;12:40;23;f;62;165;0,5;1;1;-1;1;0;-1;-1;-1;22,1;30,4;21,1;33,4;50,6;25,8;111,5;50,2;22,3;41,7;28,64;28,89;28,51;25,65;36,77;37,58;36,57;603;361,8;1,72;90,8;33,36;6,95;102,3;0
6/8/2015;12:40;43;f;67;162;0,5;1;2;0;0;0;0;-1;0;22,1;30,4;21,1;33,4;50,6;25,8;111,5;50,2;22,3;41,7;28,64;28,89;28,51;25,65;36,77;37,58;36,57;603;361,8;1,72;90,8;33,36;6,95;102,3;0
6/8/2015;12:40;45;m;62;167;1;1;0;-1;0;0;0;-1;0;22,1;30,4;21,1;33,4;50,6;25,8;111,5;50,2;22,3;41,7;28,64;28,89;28,51;25,65;36,77;37,58;36,57;603;361,8;1,72;90,8;33,36;6,95;102,3;0
6/8/2015;12:40;18;f;60;172;0,5;1;0;0;0;0;0;-1;0;22,1;30,4;21,1;33,4;50,6;25,8;111,5;50,2;22,3;41,7;28,64;28,89;28,51;25,65;36,77;37,58;36,57;603;361,8;1,72;90,8;33,36;6,95;102,3;0
6/8/2015;12:40;30;f;60;165;0,5;0;0;-1;1;-1;0;0;-1;22,1;30,4;21,1;33,4;50,6;25,8;111,5;50,2;22,3;41,7;28,64;28,89;28,51;25,65;36,77;37,58;36,57;603;361,8;1,72;90,8;33,36;6,95;102,3;0
6/8/2015;12:50;18;f;67;163;0,5;0;0;-1;1;-1;0;-1;0;22,7;30,7;22;33,6;50,9;26,3;97,5;51,6;22,9;42,6;29,08;29,16;28,92;26,06;37,24;37,85;36,26;543,7;326,21;1,59;93,5;38,31;5,23;59,8;0
6/8/2015;12:50;54;m;54;160;0,5;0;0;0;0;0;1;-1;1;22,7;30,7;22;33,6;50,9;26,3;97,5;51,6;22,9;42,6;29,08;29,16;28,92;26,06;37,24;37,85;36,26;543,7;326,21;1,59;93,5;38,31;5,23;59,8;0
6/8/2015;12:50;48;m;75;170;0,5;0;0;-1;3;1;-1;-1;-1;22,7;30,7;22;33,6;50,9;26,3;97,5;51,6;22,9;42,6;29,08;29,16;28,92;26,06;37,24;37,85;36,26;543,7;326,21;1,59;93,5;38,31;5,23;59,8;0
